Shop name,Review,Stars,Date,Country
World of Wonderful Jewellery,"I feel happy with the fix applied to my website, now I look forward to being found by Google and Yahoo and others. Business will now grow for me.
Thank you Daniel, plugin SEO is the best money spent.",5,5-Jun-12,N/A
Hello World,Highly recommand this to anyone!!!  Daniel helped me and seriously was the best person ever.  He helped me write exactly what needed to go into my coding and helped me find all the problems for the highest SEO!  I will definitely use this again and I would recommand it to anyone.  Worth time and money to go with Daniel,5,24-Jul-12,N/A
PicBack,A plugin every store should be using.,5,8-Jul-12,N/A
SmokShop,"Great app to keep you on your toes, very similar to some google chrome plugins. Helps us keep our e-cig store at the top of google for our chosen keywords. Add meta tagger and this app and you cant go wrong.",5,12-Aug-12,N/A
Deco Polish Racks,"I have used other SEO providers in the past with only moderate success.  Within a day of PLUGINSEO fixes, I saw a large increase in traffic.  For a one time fee, I cannot see a better value for the money.  In just a week, my purchased has payed for itself 10 fold.  Daniel is the tech equivalent of 007, smooth and sophisticated and does a killer job!!",5,25-Jun-12,N/A
Rosewood Coffee Co.,I had a great experience with the customer support through chat.  Very efficient and helpful.,5,26-Jul-12,N/A
SophistiKates,I recommend PlugIn Seo for any website. It's a must have to enhance and get your error fixed. Daniel has been helpful and did a good job explaining on the fixes.,5,21-Jul-12,N/A
Babychelle,"Very helpful, quick checklist points out what you could improve on. Thank you!",5,18-Jun-12,N/A
Prestige Caskets,I had a great experience using Plug in SEO. They helped me tighten up the loose ends on my site.,5,26-Jul-12,N/A
woodentaste,"Nice ,useful,I just wish I was  more pro in HTML",5,8-Oct-12,N/A
SecretFlasks,A great app! I found it a bit hard to work with because I am not very familiar with HTML but Daniel responded right away and helped me through the problems. I definitely recommend it.,5,22-Sep-12,N/A
Harrow Squash Rackets,"I installed this app after reading so many good reviews. It has definitely been awesome. When I did have a query, Daniel responded within a day which I think is excellent customer. This is a must have for anyone serious about trying to improve their on page SEO",5,10-Sep-12,N/A
Princess Sparkle,Great app and loved the updates to my site!! Added a check back often line that I wanted but didn't know how to install. many thanks :),5,22-Aug-12,N/A
Milspec.Tv,"I can't undo the review I gave before, but I have been talking with Daniel and can see he's put some improvements in place that negate my previous criticism. I call that ""going the extra mile"" and commend it!",5,16-Aug-12,N/A
VIVALATINA,Nice app which allowed me to run my Meta tags on automatic. Can't be easier to install. I'm pretty satisfied,5,27-Sep-12,N/A
WalkeraHelicopterSupply.com,To sum it up:  I am absolutely blown away!  Daniel & company just finished cleaning up my store a day ago (Thurs).  Fridays are historically slow for me (I sell radio control model helicopters) and I always chalked it up to people being out flying and not ordering parts until Sunday.  Last night my hit rate went to record levels and my sales tripled.  WOW!  I was hesitant to invest the bucks but SEO has already paid for itself.  HIGHLY recommended.,5,3-Nov-12,N/A
Moxie Jean,"Does what it says, and has nice walkthrough of how to resolve problems it identifies. I wish it worked on more than the homepage.",5,19-Oct-12,N/A
arganbody.com,I couldn't believe how easy installing and using this app is.  Thank you so much!  Peter @ arganbody.com,5,23-Sep-12,N/A
PaintingWholesaleChina,I installed last week and it provide more suggestion quickly.Hope my online art store http://paintingwholesalechina.com/ attract more clients after better SEO.,5,11-Dec-12,N/A
Spa2Go Canada,Just install this app. Have not explored it much. Gives me Fix It message even after it is fixed. Not sure if it takes a while before the message disappears. Hope you can help fix it.,5,12-Dec-12,N/A
GOOD-GOOD,No need to over-engineer this review. Plug in SEO works like it says it will. A great way to quickly find SEO-related weaknesses in your site.,5,14-Dec-12,N/A
Loopy Cell Phone Cases,"Very helpful app and great service. Daniel took the time and made sure all of my issues were taken care and that I understood the changes being made to help my business. Great experience, will use them again for any future issues I may have. Cheers.",5,17-Jan-13,N/A
Doodles Homme,Great and easy to use. Downloaded the app and had results in two minutes. Just do it!,5,20-Oct-12,N/A
docksockshop,"Great app, quick instal.  Saves a ton of time as it eliminates the guesswork of sifting through code to see if I am missing title tags and meta content.  Great job!",5,18-Jan-13,N/A
Bridge21,"Great idea and product, unfortunately even after taken the suggested action to improve my PAGE TITLE, the issue was still there. Look forward to an improved and even more perfected solution",5,19-Jan-13,N/A
"House Plans+Design, LLC","Daniel and Co. did a great job making fixing all of the lose SEO ends on my site (www.houseplansplusdesign.com). In a highly saturated market, I'm already seeing results only a day after he finished. He has also excellent customer service and responds promptly to technical questions I had. Don't do what I did and wait a week ""thinking it over."" Use this App now. The immediate results are well worth the (bargain) price.",5,19-Jan-13,N/A
HOLLAND BOUTIQUE,Nice App for sure! Gave me clear feedback on some quick fixes like Page Title. Hope this app can develop further.,5,19-Jan-13,N/A
Olivia Marcheline,"I have had this app from day 1, and it is very helpful in getting your SEO fixed!  Thank you, Plug in SEO!",5,6-Feb-13,N/A
Ibiza Privé,It would be useful and it's free :-) but other tools are better.,5,27-Feb-13,N/A
Justine & Juliette,"Great app highlighting SEO-issues that need to be fixed and even instructing you how. I also got really quick and helpful advice from the support, even though I'm just using the free app. Thanks!",5,22-Jan-13,N/A
INTO THE AM,"Great customer service and awesome results. SEO is so important for your site, and these guys do a terrific job to help you maximize your exposure. We continue to grow by the day and I'm happy to say we are now popping up on the first couple pages of Google for all searches related to EDM Clothing!",5,21-Feb-13,N/A
Xenoce Computers,"Well I had issues with my website and I decided to try Plug in SEO while I was trying to fix my issues manually their customer support sent me a message and guided me patiently through the steps to fix my issues. FOR FREE! all I can say was two thumbs up, my site issue was fixed, it took a big load off my shoulders. I've seen a few negative comments but from my experience I would throw down some cash to have future problems fixed by only Plug in SEO. The positives out weigh the negatives in my opinion. If you need help Plug In with Plug in SEO and thats foreal!",5,14-Feb-13,N/A
LHG Enterprises,Daniel was very patient and explained everything in a way that was easy to understand. Problem Solved!,5,13-Mar-13,N/A
Rosalyn,"Excellent Customer service. Daniel, thanks for making the task look easy. Your quick reply is appreciated. Thanks",5,14-Mar-13,N/A
Yourmobilesupply,It is wonderful app and very friendly staff. I've never thought no one would ever contact me from an app. It was such a pleasure dealing with Daniel from Plug in SEO. They really work with you and your site. I paid ten times more for much less work. 2 thumps up.,5,12-Mar-13,N/A
The Camping Outlet,Great app - best part is they tell how to fix the problems for free - but if you pay a small fee they will not only fix the problems mentioned but also a few other key areas,5,8-Mar-13,N/A
Thewetcoastshop,Very helpful tool for determining whether your SEO settings are what they need to be!,5,30-Nov-17,Canada
Pineappleeverything,Aiza was quick to reply and has helped us with adding all of the snippets and theme settings. Very helpful and would recommend it for people who are beginning to dive into SEO for their store.,5,30-May-18,Canada
Gamergy,This app really helped my get the most out of my site's SEO,5,22-Feb-17,Canada
Camping is Intents!,SEO is a daunting task; this app helped to take a lot of the energy required to research all the small details.,5,26-Oct-19,Canada
HoodBrothers® Party Supplies,"Five stars! Libby at Plug in SEO was wonderful at adding the code. I recommend Plug in SEO to all merchants who are wanting better SEO without the stress. Just look at the reviews of this app, they do not lie! So good :D",5,"Edited January 29, 2020",New Zealand
Bulging Gift Baskets Vancouver,Plug in SEO really helped clean up all of our pages with a proven system of templates you can apply. Really great app and email walkthroughs to make SEO easier!,5,12-Jun-19,Canada
The H2O Bottle,Aiza was quick to respond and super helpful in the installation and configuration process! Even provided us with a SEO mini course.,5,5-Nov-18,Canada
